iShares Russell 2000 ETF
Fund Holdings as of,"Apr 23, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"276,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ACH","ACCENDRA HEALTH INC","Health Care","Equity","6,109,887.84","0.01","6,109,887.84","1,818,419.00","3.36","United States","NYSE","USD","1.00","USD","-"
"DSGR","DISTRIBUTION SOLUTIONS GROUP INC","Industrials","Equity","6,093,443.25","0.01","6,093,443.25","222,795.00","27.35","United States","NASDAQ","USD","1.00","USD","-"
"AVNW","AVIAT NETWORKS INC","Information Technology","Equity","6,093,738.51","0.01","6,093,738.51","269,277.00","22.63","United States","NASDAQ","USD","1.00","USD","-"
"TARA","PROTARA THERAPEUTICS INC","Health Care","Equity","6,080,149.72","0.01","6,080,149.72","1,155,922.00","5.26","United States","NASDAQ","USD","1.00","USD","-"
"JMSB","JOHN MARSHALL BANCORP INC","Financials","Equity","6,083,157.96","0.01","6,083,157.96","287,892.00","21.13","United States","NASDAQ","USD","1.00","USD","-"
"ELDN","ELEDON PHARMACEUTICALS INC","Health Care","Equity","6,070,058.16","0.01","6,070,058.16","1,690,824.00","3.59","United States","NASDAQ","USD","1.00","USD","-"
"HLLY","HOLLEY INC","Consumer Discretionary","Equity","6,055,721.50","0.01","6,055,721.50","1,796,950.00","3.37","United States","NYSE","USD","1.00","USD","-"
"BKTI","BK TECHNOLOGIES CORP","Information Technology","Equity","6,045,036.06","0.01","6,045,036.06","68,213.00","88.62","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"MEI","METHODE ELECTRONICS INC","Information Technology","Equity","6,031,225.76","0.01","6,031,225.76","769,289.00","7.84","United States","NYSE","USD","1.00","USD","-"
"LAB","STANDARD BIOTOOLS INC","Health Care","Equity","6,030,696.35","0.01","6,030,696.35","6,746,500.00","0.89","United States","NASDAQ","USD","1.00","USD","-"
"ABEO","ABEONA THERAPEUTICS INC","Health Care","Equity","6,009,833.76","0.01","6,009,833.76","1,088,738.00","5.52","United States","NASDAQ","USD","1.00","USD","-"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","Equity","5,996,450.98","0.01","5,996,450.98","2,005,502.00","2.99","United States","NASDAQ","USD","1.00","USD","-"
"CIA","CITIZENS INC CLASS A","Financials","Equity","5,986,674.99","0.01","5,986,674.99","1,074,807.00","5.57","United States","NYSE","USD","1.00","USD","-"
"ANGI","ANGI INC CLASS A","Communication","Equity","5,982,122.26","0.01","5,982,122.26","850,942.00","7.03","United States","NASDAQ","USD","1.00","USD","-"
"NAGE","NIAGEN BIOSCIENCE INC","Consumer Staples","Equity","5,929,026.62","0.01","5,929,026.62","1,253,494.00","4.73","United States","NASDAQ","USD","1.00","USD","-"
"TOI","ONCOLOGY INSTITUTE INC","Health Care","Equity","5,921,639.73","0.01","5,921,639.73","1,810,899.00","3.27","United States","NASDAQ","USD","1.00","USD","-"
"RBBN","RIBBON COMMUNICATIONS INC","Information Technology","Equity","5,911,604.84","0.01","5,911,604.84","2,181,404.00","2.71","United States","NASDAQ","USD","1.00","USD","-"
"SMC","SUMMIT MIDSTREAM CORP","Energy","Equity","5,902,732.84","0.01","5,902,732.84","199,282.00","29.62","United States","NYSE","USD","1.00","USD","-"
"EVMN","EVOMMUNE INC","Health Care","Equity","5,903,690.64","0.01","5,903,690.64","228,471.00","25.84","United States","NYSE","USD","1.00","USD","-"
"EGHT","8X8 INC","Information Technology","Equity","5,854,915.96","0.01","5,854,915.96","3,114,317.00","1.88","United States","NASDAQ","USD","1.00","USD","-"
"CHMG","CHEMUNG FINANCIAL CORP","Financials","Equity","5,816,167.50","0.01","5,816,167.50","87,725.00","66.30","United States","NASDAQ","USD","1.00","USD","-"
"MITT","TPG MORTGAGE INVESTMENT TRUST INC","Financials","Equity","5,817,167.98","0.01","5,817,167.98","721,733.00","8.06","United States","NYSE","USD","1.00","USD","Jul 23, 2021"
"FVCB","FVCBANKCORP INC","Financials","Equity","5,767,778.24","0.01","5,767,778.24","367,843.00","15.68","United States","NASDAQ","USD","1.00","USD","-"
"ALMU","AELUMA INC","Information Technology","Equity","5,761,725.79","0.01","5,761,725.79","307,949.00","18.71","United States","NASDAQ","USD","1.00","USD","-"
"INR","INFINITY NATURAL RESOURCES INC CLA","Energy","Equity","5,765,402.16","0.01","5,765,402.16","362,376.00","15.91","United States","NYSE","USD","1.00","USD","-"
"HDSN","HUDSON TECHNOLOGIES INC","Industrials","Equity","5,750,794.95","0.01","5,750,794.95","905,637.00","6.35","United States","NASDAQ","USD","1.00","USD","-"
"BETR","BETTER HOME FINANCE HOLDING CLASS","Financials","Equity","5,699,613.73","0.01","5,699,613.73","138,643.00","41.11","United States","NASDAQ","USD","1.00","USD","-"
"JRVR","JAMES RIVER GROUP HOLDINGS INC","Financials","Equity","5,668,680.40","0.01","5,668,680.40","905,540.00","6.26","United States","NASDAQ","USD","1.00","USD","-"
"FBYD","FALCON S BEYOND GLOBAL INC CLASS A","Industrials","Equity","5,655,413.43","0.01","5,655,413.43","360,447.00","15.69","United States","NASDAQ","USD","1.00","USD","-"
"FRPH","FRP HOLDINGS INC","Real Estate","Equity","5,641,617.80","0.01","5,641,617.80","263,627.00","21.40","United States","NASDAQ","USD","1.00","USD","-"
"FTK","FLOTEK INDUSTRIES INC","Materials","Equity","5,620,946.23","0.01","5,620,946.23","332,011.00","16.93","United States","NYSE","USD","1.00","USD","-"
"PINE","ALPINE INCOME PROPERTY TRUST INC","Real Estate","Equity","5,610,275.90","0.01","5,610,275.90","285,365.00","19.66","United States","NYSE","USD","1.00","USD","-"
"TBRG","TRUBRIDGE INC","Health Care","Equity","5,586,159.04","0.01","5,586,159.04","216,854.00","25.76","United States","NASDAQ","USD","1.00","USD","-"
"OPRT","OPORTUN FINANCIAL CORP","Financials","Equity","5,547,313.94","0.01","5,547,313.94","966,431.00","5.74","United States","NASDAQ","USD","1.00","USD","-"
"CTRN","CITI TRENDS INC","Consumer Discretionary","Equity","5,549,396.72","0.01","5,549,396.72","112,427.00","49.36","United States","NASDAQ","USD","1.00","USD","-"
"KFS","KINGSWAY FINANCIAL SERVICES INC","Financials","Equity","5,554,287.64","0.01","5,554,287.64","476,354.00","11.66","United States","NYSE","USD","1.00","USD","-"
"CMTG","CLAROS MORTGAGE TRUST INC","Financials","Equity","5,542,588.20","0.01","5,542,588.20","2,173,564.00","2.55","United States","NYSE","USD","1.00","USD","-"
"KRT","KARAT PACKAGING INC","Industrials","Equity","5,532,622.34","0.01","5,532,622.34","191,374.00","28.91","United States","NASDAQ","USD","1.00","USD","-"
"TG","TREDEGAR CORP","Materials","Equity","5,519,061.60","0.01","5,519,061.60","599,898.00","9.20","United States","NYSE","USD","1.00","USD","-"
"SLP","SIMULATIONS PLUS INC","Health Care","Equity","5,523,532.56","0.01","5,523,532.56","386,802.00","14.28","United States","NASDAQ","USD","1.00","USD","-"
"ASLE","AERSALE CORP","Industrials","Equity","5,516,855.91","0.01","5,516,855.91","810,111.00","6.81","United States","NASDAQ","USD","1.00","USD","-"
"MNPR","MONOPAR THERAPEUTICS INC","Health Care","Equity","5,505,282.20","0.01","5,505,282.20","103,405.00","53.24","United States","NASDAQ","USD","1.00","USD","-"
"HYLN","HYLIION HOLDINGS CORP","Industrials","Equity","5,498,416.35","0.01","5,498,416.35","2,909,215.00","1.89","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OVLY","OAK VALLEY BANCORP","Financials","Equity","5,449,786.65","0.01","5,449,786.65","160,335.00","33.99","United States","NASDAQ","USD","1.00","USD","-"
"NCMI","NATIONAL CINEMEDIA INC","Communication","Equity","5,425,417.53","0.01","5,425,417.53","1,545,703.00","3.51","United States","NASDAQ","USD","1.00","USD","-"
"FDBC","FIDELITY D AND D BANCORP INC","Financials","Equity","5,408,946.06","0.01","5,408,946.06","117,229.00","46.14","United States","NASDAQ","USD","1.00","USD","-"
"BNTC","BENITEC BIOPHARMA INC","Health Care","Equity","5,397,754.00","0.01","5,397,754.00","425,020.00","12.70","United States","NASDAQ","USD","1.00","USD","-"
"OPFI","OPPFI INC CLASS A","Financials","Equity","5,397,917.34","0.01","5,397,917.34","629,862.00","8.57","United States","NYSE","USD","1.00","USD","-"
"FRAF","FRANKLIN FINANCIAL SERVICES CORP","Financials","Equity","5,388,864.10","0.01","5,388,864.10","95,785.00","56.26","United States","NASDAQ","USD","1.00","USD","-"
"CRCT","CRICUT INC CLASS A","Consumer Discretionary","Equity","5,375,745.84","0.01","5,375,745.84","1,176,312.00","4.57","United States","NASDAQ","USD","1.00","USD","-"
"STRZ","STARZ ENTERTAINMENT CORP","Communication","Equity","5,341,430.85","0.01","5,341,430.85","282,765.00","18.89","United States","NASDAQ","USD","1.00","USD","-"
"QUAD","QUAD GRAPHICS INC CLASS A","Industrials","Equity","5,326,724.59","0.01","5,326,724.59","682,039.00","7.81","United States","NYSE","USD","1.00","USD","-"
"ARCT","ARCTURUS THERAPEUTICS HOLDINGS INC","Health Care","Equity","5,312,324.71","0.01","5,312,324.71","627,193.00","8.47","United States","NASDAQ","USD","1.00","USD","-"
"NKSH","NATIONAL BANKSHARES INC","Financials","Equity","5,300,395.80","0.01","5,300,395.80","144,780.00","36.61","United States","NASDAQ","USD","1.00","USD","-"
"CDXS","CODEXIS INC","Health Care","Equity","5,291,599.32","0.01","5,291,599.32","2,099,841.00","2.52","United States","NASDAQ","USD","1.00","USD","-"
"NEXN","NEXXEN INTERNATIONAL LTD","Communication","Equity","5,293,387.89","0.01","5,293,387.89","744,499.00","7.11","Israel","NASDAQ","USD","1.00","USD","-"
"RZLT","REZOLUTE INC","Health Care","Equity","5,279,327.63","0.01","5,279,327.63","1,697,533.00","3.11","United States","NASDAQ","USD","1.00","USD","-"
"ALCO","ALICO INC","Consumer Staples","Equity","5,280,041.48","0.01","5,280,041.48","126,559.00","41.72","United States","NASDAQ","USD","1.00","USD","-"
"AII","AMERICAN INTEGRITY INSURANCE GROUP","Financials","Equity","5,280,924.60","0.01","5,280,924.60","272,916.00","19.35","United States","NYSE","USD","1.00","USD","-"
"TLS","TELOS CORPORATION CORP","Information Technology","Equity","5,254,313.82","0.01","5,254,313.82","1,233,407.00","4.26","United States","NASDAQ","USD","1.00","USD","-"
"LOVE","LOVESAC COMPANY","Consumer Discretionary","Equity","5,251,510.25","0.01","5,251,510.25","313,523.00","16.75","United States","NASDAQ","USD","1.00","USD","-"
"ASPN","ASPEN AEROGELS INC","Materials","Equity","5,236,395.36","0.01","5,236,395.36","1,558,451.00","3.36","United States","NYSE","USD","1.00","USD","-"
"ARDT","ARDENT HEALTH INC","Health Care","Equity","5,229,048.88","0.01","5,229,048.88","540,191.00","9.68","United States","NYSE","USD","1.00","USD","-"
"CMT","CORE MOLDING TECHNOLOGIES INC","Materials","Equity","5,194,706.08","0.01","5,194,706.08","190,352.00","27.29","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"WNEB","WESTERN NEW ENGLAND BANCORP INC","Financials","Equity","5,187,578.22","0.01","5,187,578.22","377,553.00","13.74","United States","NASDAQ","USD","1.00","USD","-"
"ULCC","FRONTIER GROUP HOLDINGS INC","Industrials","Equity","5,188,220.16","0.01","5,188,220.16","1,351,099.00","3.84","United States","NASDAQ","USD","1.00","USD","-"
"EVC","ENTRAVISION COMMUNICATIONS CORP CL","Communication","Equity","5,175,577.68","0.01","5,175,577.68","1,421,862.00","3.64","United States","NYSE","USD","1.00","USD","-"
"VEL","VELOCITY FINANCIAL INC","Financials","Equity","5,154,211.02","0.01","5,154,211.02","265,818.00","19.39","United States","NYSE","USD","1.00","USD","-"
"BRBS","BLUE RIDGE BANKSHARES INC","Financials","Equity","5,148,598.40","0.01","5,148,598.40","1,462,670.00","3.52","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"PAYS","PAYSIGN INC","Financials","Equity","5,149,375.14","0.01","5,149,375.14","845,546.00","6.09","United States","NASDAQ","USD","1.00","USD","-"
"MYFW","FIRST WESTERN FINANCIAL INC","Financials","Equity","5,123,422.08","0.01","5,123,422.08","196,752.00","26.04","United States","NASDAQ","USD","1.00","USD","-"
"XRX","XEROX HOLDINGS CORP","Information Technology","Equity","5,110,251.77","0.01","5,110,251.77","3,060,031.00","1.67","United States","NASDAQ","USD","1.00","USD","-"
"CLW","CLEARWATER PAPER CORP","Materials","Equity","5,112,127.95","0.01","5,112,127.95","351,349.00","14.55","United States","NYSE","USD","1.00","USD","-"
"BLZE","BACKBLAZE INC CLASS A","Information Technology","Equity","5,113,840.29","0.01","5,113,840.29","1,268,943.00","4.03","United States","NASDAQ","USD","1.00","USD","-"
"OSUR","ORASURE TECHNOLOGIES INC","Health Care","Equity","5,096,229.75","0.01","5,096,229.75","1,670,895.00","3.05","United States","NASDAQ","USD","1.00","USD","-"
"PCYO","PURE CYCLE CORP","Utilities","Equity","5,097,669.03","0.01","5,097,669.03","454,743.00","11.21","United States","NASDAQ","USD","1.00","USD","-"
"FUNC","FIRST UNITED CORP","Financials","Equity","5,087,095.52","0.01","5,087,095.52","134,012.00","37.96","United States","NASDAQ","USD","1.00","USD","-"
"REFI","CHICAGO ATLANTIC REAL ESTATE FINAN","Financials","Equity","5,080,776.40","0.01","5,080,776.40","426,956.00","11.90","United States","NASDAQ","USD","1.00","USD","-"
"PESI","PERMA FIX ENVIRONMENTAL SERVICES I","Industrials","Equity","5,076,284.88","0.01","5,076,284.88","399,079.00","12.72","United States","NASDAQ","USD","1.00","USD","-"
"USNA","USANA HEALTH SCIENCES INC","Consumer Staples","Equity","5,065,564.92","0.01","5,065,564.92","263,283.00","19.24","United States","NYSE","USD","1.00","USD","-"
"VTEX","VTEX CLASS A","Information Technology","Equity","5,057,260.47","0.01","5,057,260.47","1,293,417.00","3.91","Brazil","NYSE","USD","1.00","USD","-"
"ACDC","PROFRAC HOLDING CLASS A CORP","Energy","Equity","5,037,307.80","0.01","5,037,307.80","685,348.00","7.35","United States","NASDAQ","USD","1.00","USD","-"
"FC","FRANKLIN COVEY","Industrials","Equity","5,039,363.94","0.01","5,039,363.94","230,529.00","21.86","United States","NYSE","USD","1.00","USD","-"
"JACK","JACK IN THE BOX INC","Consumer Discretionary","Equity","5,011,095.44","0.01","5,011,095.44","394,264.00","12.71","United States","NASDAQ","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS INC","Health Care","Equity","5,003,352.00","0.01","5,003,352.00","1,111,856.00","4.50","United States","NASDAQ","USD","1.00","USD","-"
"ALEC","ALECTOR INC","Health Care","Equity","4,992,230.88","0.01","4,992,230.88","2,054,416.00","2.43","United States","NASDAQ","USD","1.00","USD","-"
"WBTN","WEBTOON ENTERTAINMENT INC","Communication","Equity","4,983,892.51","0.01","4,983,892.51","419,873.00","11.87","United States","NASDAQ","USD","1.00","USD","-"
"PANL","PANGAEA LOGISTICS SOLUTIONS LTD","Industrials","Equity","4,984,048.75","0.01","4,984,048.75","687,455.00","7.25","United States","NASDAQ","USD","1.00","USD","-"
"ASUR","ASURE SOFTWARE INC","Industrials","Equity","4,974,350.40","0.01","4,974,350.40","550,260.00","9.04","United States","NASDAQ","USD","1.00","USD","-"
"LMRI","LUMEXA IMAGING HOLDINGS INC","Health Care","Equity","4,968,103.60","0.01","4,968,103.60","527,960.00","9.41","United States","NASDAQ","USD","1.00","USD","-"
"MG","MISTRAS GROUP INC","Industrials","Equity","4,947,691.45","0.01","4,947,691.45","262,477.00","18.85","United States","NYSE","USD","1.00","USD","-"
"BSVN","BANK7 CORP","Financials","Equity","4,919,772.00","0.01","4,919,772.00","111,813.00","44.00","United States","NASDAQ","USD","1.00","USD","-"
"FBLA","FB BANCORP INC","Financials","Equity","4,926,938.73","0.01","4,926,938.73","351,673.00","14.01","United States","NASDAQ","USD","1.00","USD","-"
"CRDA","CRAWFORD CLASS A","Financials","Equity","4,897,532.36","0.01","4,897,532.36","455,161.00","10.76","United States","NYSE","USD","1.00","USD","-"
"BRCB","BLACK ROCK COFFEE BAR INC CLASS A","Consumer Discretionary","Equity","4,903,508.10","0.01","4,903,508.10","386,103.00","12.70","United States","NASDAQ","USD","1.00","USD","-"
"LCNB","LCNB CORP","Financials","Equity","4,889,788.20","0.01","4,889,788.20","304,470.00","16.06","United States","NASDAQ","USD","1.00","USD","-"
"CMRC","BIGCOMMERCE HOLDINGS INC SERIES","Information Technology","Equity","4,894,073.94","0.01","4,894,073.94","1,664,651.00","2.94","United States","NASDAQ","USD","1.00","USD","-"
"CFFI","C AND F FINANCIAL CORP","Financials","Equity","4,896,087.60","0.01","4,896,087.60","65,640.00","74.59","United States","NASDAQ","USD","1.00","USD","-"
"DMAC","DIAMEDICA THERAPEUTICS INC","Health Care","Equity","4,888,521.92","0.01","4,888,521.92","785,936.00","6.22","United States","NASDAQ","USD","1.00","USD","-"
"SPOK","SPOK HOLDINGS INC","Communication","Equity","4,865,234.37","0.01","4,865,234.37","427,901.00","11.37","United States","NASDAQ","USD","1.00","USD","-"
"NLOP","NET LEASE OFFICE PROPERTIES","Real Estate","Equity","4,846,101.02","0.01","4,846,101.02","378,011.00","12.82","United States","NYSE","USD","1.00","USD","-"
"KINS","KINGSTONE COMPANIES INC","Financials","Equity","4,829,451.12","0.01","4,829,451.12","277,236.00","17.42","United States","NASDAQ","USD","1.00","USD","-"
"NRC","NRC HEALTH CORP","Health Care","Equity","4,824,618.00","0.01","4,824,618.00","279,688.00","17.25","United States","NASDAQ","USD","1.00","USD","-"
"USAU","US GOLD CORP","Materials","Equity","4,815,219.13","0.01","4,815,219.13","294,149.00","16.37","United States","NASDAQ","USD","1.00","USD","-"
"JAKK","JAKKS PACIFIC INC","Consumer Discretionary","Equity","4,808,082.20","0.01","4,808,082.20","212,747.00","22.60","United States","NASDAQ","USD","1.00","USD","-"
"USCB","USCB FINANCIAL HOLDINGS INC CLASS","Financials","Equity","4,787,867.70","0.01","4,787,867.70","245,910.00","19.47","United States","NASDAQ","USD","1.00","USD","-"
"SKYH","SKY HARBOUR GROUP CORP CLASS A","Industrials","Equity","4,789,391.16","0.01","4,789,391.16","460,076.00","10.41","United States","NYSE","USD","1.00","USD","-"
"LMNR","LIMONEIRA","Consumer Staples","Equity","4,755,859.18","0.01","4,755,859.18","371,842.00","12.79","United States","NASDAQ","USD","1.00","USD","-"
"RICK","RCI HOSPITALITY HOLDINGS INC","Consumer Discretionary","Equity","4,747,946.50","0.01","4,747,946.50","184,745.00","25.70","United States","NASDAQ","USD","1.00","USD","-"
"BH","BIGLARI HOLDINGS INCINARY CLASS B","Consumer Discretionary","Equity","4,743,616.02","0.01","4,743,616.02","15,501.00","306.02","United States","NYSE","USD","1.00","USD","-"
"REPL","REPLIMUNE GROUP INC","Health Care","Equity","4,669,459.95","0.01","4,669,459.95","1,638,407.00","2.85","United States","NASDAQ","USD","1.00","USD","-"
"VABK","VIRGINIA NATIONAL BANKSHARES CORP","Financials","Equity","4,657,187.73","0.01","4,657,187.73","112,411.00","41.43","United States","NASDAQ","USD","1.00","USD","-"
"POWW","OUTDOOR HOLDING","Consumer Discretionary","Equity","4,625,540.30","0.01","4,625,540.30","2,347,990.00","1.97","United States","NASDAQ","USD","1.00","USD","-"
"RSVR","RESERVOIR MEDIA INC","Communication","Equity","4,612,959.78","0.01","4,612,959.78","454,927.00","10.14","United States","NASDAQ","USD","1.00","USD","-"
"BPRN","PRINCETON BANCORP INC","Financials","Equity","4,604,138.24","0.01","4,604,138.24","130,688.00","35.23","United States","NASDAQ","USD","1.00","USD","-"
"NXDT","NEXPOINT DIVERSIFIED REAL ESTATE T","Real Estate","Equity","4,604,230.62","0.01","4,604,230.62","915,354.00","5.03","United States","NYSE","USD","1.00","USD","-"
"STRS","STRATUS PROPERTIES INC","Real Estate","Equity","4,563,651.73","0.01","4,563,651.73","149,677.00","30.49","United States","NASDAQ","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS INC","Health Care","Equity","4,481,842.68","0.01","4,481,842.68","1,109,367.00","4.04","United States","NASDAQ","USD","1.00","USD","-"
"CD","CHAINCE DIGITAL HOLDINGS INC","Information Technology","Equity","4,468,963.51","0.01","4,468,963.51","864,403.00","5.17","China","NASDAQ","USD","1.00","USD","-"
"MASS","908 DEVICES INC","Information Technology","Equity","4,470,928.80","0.01","4,470,928.80","661,380.00","6.76","United States","NASDAQ","USD","1.00","USD","-"
"TBCH","TURTLE BEACH CORP","Information Technology","Equity","4,462,507.98","0.01","4,462,507.98","395,262.00","11.29","United States","NASDAQ","USD","1.00","USD","-"
"ESOA","ENERGY SERVICES OF AMERICA CORP","Energy","Equity","4,454,909.03","0.01","4,454,909.03","283,211.00","15.73","United States","NASDAQ","USD","1.00","USD","-"
"INSG","INSEEGO CORP","Information Technology","Equity","4,455,647.82","0.01","4,455,647.82","300,651.00","14.82","United States","NASDAQ","USD","1.00","USD","-"
"ANIK","ANIKA THERAPEUTICS INC","Health Care","Equity","4,457,382.30","0.01","4,457,382.30","289,065.00","15.42","United States","NASDAQ","USD","1.00","USD","-"
"MPTI","M TRON INDUSTRIES INC","Information Technology","Equity","4,443,668.02","0.01","4,443,668.02","72,526.00","61.27","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"IKT","INHIBIKASE THERAPEUTICS INC","Health Care","Equity","4,449,024.42","0.01","4,449,024.42","2,305,194.00","1.93","United States","NASDAQ","USD","1.00","USD","-"
"WYFI","WHITEFIBER INC","Information Technology","Equity","4,436,083.52","0.01","4,436,083.52","265,316.00","16.72","United States","NASDAQ","USD","1.00","USD","-"
"MVIS","MICROVISION INC","Information Technology","Equity","4,439,494.34","0.01","4,439,494.34","7,002,357.00","0.63","United States","NASDAQ","USD","1.00","USD","-"
"WEST","WESTROCK COFFEE","Consumer Staples","Equity","4,423,073.94","0.01","4,423,073.94","828,291.00","5.34","United States","NASDAQ","USD","1.00","USD","-"
"PDYN","PALLADYNE AI CORP","Industrials","Equity","4,408,658.85","0.01","4,408,658.85","683,513.00","6.45","United States","NASDAQ","USD","1.00","USD","-"
"SEVN","SEVEN HILLS REALTY TRUST","Financials","Equity","4,401,823.86","0.01","4,401,823.86","551,607.00","7.98","United States","NASDAQ","USD","1.00","USD","-"
"WEYS","WEYCO GROUP INC","Consumer Discretionary","Equity","4,403,778.76","0.01","4,403,778.76","130,909.00","33.64","United States","NASDAQ","USD","1.00","USD","-"
"ATOM","ATOMERA INC","Information Technology","Equity","4,388,456.21","0.01","4,388,456.21","708,959.00","6.19","United States","NASDAQ","USD","1.00","USD","-"
"PEBK","PEOPLES BANCORP OF NORTH CAROLINA","Financials","Equity","4,389,450.73","0.01","4,389,450.73","111,041.00","39.53","United States","NASDAQ","USD","1.00","USD","-"
"CTEV","CLARITEV CORP CLASS A","Health Care","Equity","4,376,477.00","0.01","4,376,477.00","215,590.00","20.30","United States","NYSE","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","4,377,800.79","0.01","4,377,800.79","1,338,777.00","3.27","United States","NASDAQ","USD","1.00","USD","-"
"SNDA","SONIDA SENIOR LIVING INC","Health Care","Equity","4,356,315.25","0.01","4,356,315.25","123,935.00","35.15","United States","NYSE","USD","1.00","USD","-"
"MRBK","MERIDIAN CORP","Financials","Equity","4,358,347.13","0.01","4,358,347.13","215,653.00","20.21","United States","NASDAQ","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","4,344,664.00","0.01","4,344,664.00","1,086,166.00","4.00","United States","NYSE","USD","1.00","USD","-"
"SIGA","SIGA TECHNOLOGIES INC","Health Care","Equity","4,296,256.53","0.01","4,296,256.53","948,401.00","4.53","United States","NASDAQ","USD","1.00","USD","-"
"XPOF","XPONENTIAL FITNESS INC CLASS A","Consumer Discretionary","Equity","4,291,285.50","0.01","4,291,285.50","635,746.00","6.75","United States","NYSE","USD","1.00","USD","-"
"UIS","UNISYS CORP","Information Technology","Equity","4,269,677.21","0.01","4,269,677.21","1,661,353.00","2.57","United States","NYSE","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","4,261,491.52","0.01","4,261,491.52","1,490,032.00","2.86","United States","NYSE","USD","1.00","USD","-"
"OSG","OCTAVE SPECIALTY GROUP INC","Financials","Equity","4,244,790.69","0.01","4,244,790.69","924,791.00","4.59","United States","NYSE","USD","1.00","USD","-"
"FCCO","FIRST COMMUNITY CORP","Financials","Equity","4,204,837.12","0.01","4,204,837.12","140,536.00","29.92","United States","NASDAQ","USD","1.00","USD","-"
"SGHT","SIGHT SCIENCES INC","Health Care","Equity","4,170,934.08","0.01","4,170,934.08","965,494.00","4.32","United States","NASDAQ","USD","1.00","USD","-"
"LFMD","LIFEMD INC","Health Care","Equity","4,172,950.08","0.01","4,172,950.08","919,152.00","4.54","United States","NASDAQ","USD","1.00","USD","-"
"LENZ","LENZ THERAPEUTICS INC","Health Care","Equity","4,160,898.45","0.01","4,160,898.45","454,743.00","9.15","United States","NASDAQ","USD","1.00","USD","-"
"CHRS","COHERUS ONCOLOGY INC","Health Care","Equity","4,153,228.64","0.01","4,153,228.64","2,359,789.00","1.76","United States","NASDAQ","USD","1.00","USD","-"
"RMNI","RIMINI STREET INC","Information Technology","Equity","4,155,520.20","0.01","4,155,520.20","1,194,115.00","3.48","United States","NASDAQ","USD","1.00","USD","-"
"BNED","BARNES AND NOBLE EDUCATION INC","Consumer Discretionary","Equity","4,147,586.10","0.01","4,147,586.10","382,266.00","10.85","United States","NYSE","USD","1.00","USD","-"
"BZAI","BLAIZE HOLDINGS INC","Information Technology","Equity","4,127,387.52","0.01","4,127,387.52","2,149,681.00","1.92","United States","NASDAQ","USD","1.00","USD","-"
"MFIN","MEDALLION FINANCIAL CORP","Financials","Equity","4,128,710.64","0.01","4,128,710.64","438,292.00","9.42","United States","NASDAQ","USD","1.00","USD","-"
"NC","NACCO INDUSTRIES INC CLASS A","Energy","Equity","4,130,364.90","0.01","4,130,364.90","85,710.00","48.19","United States","NYSE","USD","1.00","USD","-"
"INBK","FIRST INTERNET BANCORP","Financials","Equity","4,131,791.82","0.01","4,131,791.82","182,661.00","22.62","United States","NASDAQ","USD","1.00","USD","-"
"KGEI","KOLIBRI GLOBAL ENERGY INC","Energy","Equity","4,132,845.31","0.01","4,132,845.31","741,983.00","5.57","Canada","NASDAQ","USD","1.00","USD","-"
"LPRO","OPEN LENDING CORP","Financials","Equity","4,119,273.77","0.01","4,119,273.77","2,466,631.00","1.67","United States","NASDAQ","USD","1.00","USD","-"
"IMMR","IMMERSION CORP","Information Technology","Equity","4,104,862.97","0.01","4,104,862.97","671,827.00","6.11","United States","NASDAQ","USD","1.00","USD","-"
"FXNC","FIRST NATIONAL CORP","Financials","Equity","4,086,028.80","0.01","4,086,028.80","145,152.00","28.15","United States","NASDAQ","USD","1.00","USD","-"
"ESCA","ESCALADE INC","Consumer Discretionary","Equity","4,076,780.49","0.01","4,076,780.49","225,361.00","18.09","United States","NASDAQ","USD","1.00","USD","-"
"FNKO","FUNKO INC CLASS A","Consumer Discretionary","Equity","4,065,419.74","0.01","4,065,419.74","930,302.00","4.37","United States","NASDAQ","USD","1.00","USD","-"
"ASIC","ATEGRITY SPECIALTY INSURANCE COMPA","Financials","Equity","4,066,927.60","0.01","4,066,927.60","200,440.00","20.29","United States","NYSE","USD","1.00","USD","-"
"BBCP","CONCRETE PUMPING HOLDINGS INC","Industrials","Equity","4,061,302.25","0.01","4,061,302.25","524,039.00","7.75","United States","NASDAQ","USD","1.00","USD","-"
