iShares Russell 2000 ETF
Fund Holdings as of,"Apr 23, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"276,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ATLC","ATLANTICUS HOLDINGS CORP","Financials","Equity","9,892,974.90","0.01","9,892,974.90","129,795.00","76.22","United States","NASDAQ","USD","1.00","USD","-"
"SFIX","STITCH FIX INC CLASS A","Consumer Discretionary","Equity","9,893,374.31","0.01","9,893,374.31","2,610,389.00","3.79","United States","NASDAQ","USD","1.00","USD","-"
"GEVO","GEVO INC","Energy","Equity","9,853,294.29","0.01","9,853,294.29","5,443,809.00","1.81","United States","NASDAQ","USD","1.00","USD","-"
"RGNX","REGENXBIO INC","Health Care","Equity","9,837,505.28","0.01","9,837,505.28","1,094,272.00","8.99","United States","NASDAQ","USD","1.00","USD","-"
"TIPT","TIPTREE INC","Financials","Equity","9,833,788.80","0.01","9,833,788.80","569,085.00","17.28","United States","NASDAQ","USD","1.00","USD","-"
"AKTS","AKTIS ONCOLOGY INC","Health Care","Equity","9,824,186.88","0.01","9,824,186.88","444,936.00","22.08","United States","NASDAQ","USD","1.00","USD","-"
"AVR","ANTERIS TECHNOLOGIES GLOBAL CORP","Health Care","Equity","9,826,367.60","0.01","9,826,367.60","1,776,920.00","5.53","United States","NASDAQ","USD","1.00","USD","-"
"EBS","EMERGENT BIOSOLUTIONS INC","Health Care","Equity","9,810,298.05","0.01","9,810,298.05","1,212,645.00","8.09","United States","NYSE","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS INC","Health Care","Equity","9,776,293.80","0.01","9,776,293.80","2,148,636.00","4.55","United States","NASDAQ","USD","1.00","USD","-"
"BOW","BOWHEAD SPECIALTY HOLDINGS INC","Financials","Equity","9,776,638.78","0.01","9,776,638.78","410,266.00","23.83","United States","NYSE","USD","1.00","USD","-"
"RBB","RBB BANCORP","Financials","Equity","9,781,056.00","0.01","9,781,056.00","407,544.00","24.00","United States","NASDAQ","USD","1.00","USD","-"
"ANGO","ANGIODYNAMICS INC","Health Care","Equity","9,747,864.00","0.01","9,747,864.00","870,345.00","11.20","United States","NASDAQ","USD","1.00","USD","-"
"TDUP","THREDUP INC CLASS A","Consumer Discretionary","Equity","9,742,743.03","0.01","9,742,743.03","2,325,237.00","4.19","United States","NASDAQ","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","9,730,355.64","0.01","9,730,355.64","1,012,524.00","9.61","United States","NASDAQ","USD","1.00","USD","-"
"CWH","CAMPING WORLD HOLDINGS INC CLASS A","Consumer Discretionary","Equity","9,698,936.70","0.01","9,698,936.70","1,405,643.00","6.90","United States","NYSE","USD","1.00","USD","-"
"OLP","ONE LIBERTY PROPERTIES REIT INC","Real Estate","Equity","9,677,388.00","0.01","9,677,388.00","420,756.00","23.00","United States","NYSE","USD","1.00","USD","-"
"CLDT","CHATHAM LODGING TRUST REIT","Real Estate","Equity","9,682,120.50","0.01","9,682,120.50","1,139,073.00","8.50","United States","NYSE","USD","1.00","USD","-"
"GEFB","GREIF INC CLASS B","Materials","Equity","9,639,939.80","0.01","9,639,939.80","111,290.00","86.62","United States","NYSE","USD","1.00","USD","-"
"TRC","TEJON RANCH","Real Estate","Equity","9,622,493.10","0.01","9,622,493.10","491,445.00","19.58","United States","NYSE","USD","1.00","USD","-"
"AQST","AQUESTIVE THERAPEUTICS INC","Health Care","Equity","9,615,757.58","0.01","9,615,757.58","2,362,594.00","4.07","United States","NASDAQ","USD","1.00","USD","-"
"GRND","GRINDR INC","Communication","Equity","9,594,049.20","0.01","9,594,049.20","733,490.00","13.08","United States","NYSE","USD","1.00","USD","-"
"CMCL","CALEDONIA MINING PLC","Materials","Equity","9,531,835.80","0.01","9,531,835.80","387,473.00","24.60","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"VSTM","VERASTEM INC","Health Care","Equity","9,501,597.28","0.01","9,501,597.28","1,525,136.00","6.23","United States","NASDAQ","USD","1.00","USD","-"
"CLNE","CLEAN ENERGY FUELS CORP","Energy","Equity","9,490,620.69","0.01","9,490,620.69","3,970,971.00","2.39","United States","NASDAQ","USD","1.00","USD","-"
"ABAT","AMERICAN BATTERY TECHNOLOGY COMPAN","Materials","Equity","9,433,432.52","0.01","9,433,432.52","2,845,681.00","3.31","United States","NASDAQ","USD","1.00","USD","-"
"IPI","INTREPID POTASH INC","Materials","Equity","9,422,307.06","0.01","9,422,307.06","251,866.00","37.41","United States","NYSE","USD","1.00","USD","-"
"BATRA","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","9,415,181.47","0.01","9,415,181.47","177,277.00","53.11","United States","NASDAQ","USD","1.00","USD","-"
"OEC","ORION SA","Materials","Equity","9,418,232.92","0.01","9,418,232.92","1,283,138.00","7.34","United States","NYSE","USD","1.00","USD","-"
"BGS","B AND G FOODS INC","Consumer Staples","Equity","9,389,263.88","0.01","9,389,263.88","1,781,644.00","5.27","United States","NYSE","USD","1.00","USD","-"
"BCAL","CALIFORNIA BANCORP","Financials","Equity","9,380,849.49","0.01","9,380,849.49","506,799.00","18.51","United States","NASDAQ","USD","1.00","USD","-"
"YORW","YORK WATER","Utilities","Equity","9,355,105.86","0.01","9,355,105.86","309,977.00","30.18","United States","NASDAQ","USD","1.00","USD","-"
"IBTA","IBOTTA INC CLASS A","Communication","Equity","9,345,288.69","0.01","9,345,288.69","261,553.00","35.73","United States","NYSE","USD","1.00","USD","-"
"MDXG","MIMEDX GROUP INC","Health Care","Equity","9,321,086.90","0.01","9,321,086.90","2,782,414.00","3.35","United States","NASDAQ","USD","1.00","USD","-"
"TTAM","TITAN AMERICA SA","Materials","Equity","9,313,920.80","0.01","9,313,920.80","567,922.00","16.40","Belgium","NYSE","USD","1.00","USD","-"
"ILPT","INDUSTRIAL LOGISTICS PROPERTIES TR","Real Estate","Equity","9,284,866.04","0.01","9,284,866.04","1,296,769.00","7.16","United States","NASDAQ","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS INC","Health Care","Equity","9,278,201.94","0.01","9,278,201.94","1,543,794.00","6.01","United States","NASDAQ","USD","1.00","USD","-"
"DIN","DINE BRANDS GLOBAL INC","Consumer Discretionary","Equity","9,271,707.12","0.01","9,271,707.12","330,189.00","28.08","United States","NYSE","USD","1.00","USD","-"
"UNTY","UNITY BANCORP INC","Financials","Equity","9,246,517.71","0.01","9,246,517.71","175,223.00","52.77","United States","NASDAQ","USD","1.00","USD","-"
"MVST","MICROVAST HOLDINGS INC","Industrials","Equity","9,230,090.25","0.01","9,230,090.25","4,685,325.00","1.97","United States","NASDAQ","USD","1.00","USD","-"
"ADCT","ADC THERAPEUTICS SA","Health Care","Equity","9,208,683.00","0.01","9,208,683.00","2,325,425.00","3.96","United States","NYSE","USD","1.00","USD","-"
"PRME","PRIME MEDICINE INC","Health Care","Equity","9,205,889.28","0.01","9,205,889.28","2,397,367.00","3.84","United States","NASDAQ","USD","1.00","USD","-"
"BFS","SAUL CENTERS REIT INC","Real Estate","Equity","9,182,176.20","0.01","9,182,176.20","267,780.00","34.29","United States","NYSE","USD","1.00","USD","-"
"WTBA","WEST BANCORPORATION INC","Financials","Equity","9,172,656.00","0.01","9,172,656.00","374,700.00","24.48","United States","NASDAQ","USD","1.00","USD","-"
"BWB","BRIDGEWATER BANCSHARES INC","Financials","Equity","9,157,547.36","0.01","9,157,547.36","494,468.00","18.52","United States","NASDAQ","USD","1.00","USD","-"
"BYND","BEYOND MEAT INC","Consumer Staples","Equity","9,131,406.35","0.01","9,131,406.35","9,610,995.00","0.95","United States","NASDAQ","USD","1.00","USD","-"
"YEXT","YEXT INC","Information Technology","Equity","9,101,880.84","0.01","9,101,880.84","2,414,292.00","3.77","United States","NYSE","USD","1.00","USD","-"
"TWI","TITAN INTERNATIONAL INC","Industrials","Equity","9,084,921.30","0.01","9,084,921.30","1,109,270.00","8.19","United States","NYSE","USD","1.00","USD","-"
"OOMA","OOMA INC","Information Technology","Equity","9,055,590.60","0.01","9,055,590.60","569,534.00","15.90","United States","NYSE","USD","1.00","USD","-"
"LOCO","EL POLLO LOCO INC","Consumer Discretionary","Equity","9,026,774.72","0.01","9,026,774.72","650,344.00","13.88","United States","NASDAQ","USD","1.00","USD","-"
"VLGEA","VILLAGE SUPER MARKET INC CLASS A","Consumer Staples","Equity","9,014,125.44","0.01","9,014,125.44","209,436.00","43.04","United States","NASDAQ","USD","1.00","USD","-"
"AVIR","ATEA PHARMACEUTICALS INC","Health Care","Equity","9,004,047.36","0.01","9,004,047.36","1,631,168.00","5.52","United States","NASDAQ","USD","1.00","USD","-"
"NGS","NATURAL GAS SERVICES GROUP INC","Energy","Equity","8,966,246.40","0.01","8,966,246.40","233,496.00","38.40","United States","NYSE","USD","1.00","USD","-"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","Information Technology","Equity","8,972,239.55","0.01","8,972,239.55","1,610,815.00","5.57","United States","NASDAQ","USD","1.00","USD","-"
"BBBY","BED BATH AND BEYOND INC","Consumer Discretionary","Equity","8,918,669.52","0.01","8,918,669.52","1,615,701.00","5.52","United States","NYSE","USD","1.00","USD","-"
"ARHS","ARHAUS INC CLASS A","Consumer Discretionary","Equity","8,904,823.04","0.01","8,904,823.04","1,184,152.00","7.52","United States","NASDAQ","USD","1.00","USD","-"
"BELFA","BEL FUSE INC CLASS A","Information Technology","Equity","8,878,903.01","0.01","8,878,903.01","36,121.00","245.81","United States","NASDAQ","USD","1.00","USD","-"
"MH","MCGRAW HILL INC","Consumer Discretionary","Equity","8,879,431.75","0.01","8,879,431.75","672,175.00","13.21","United States","NYSE","USD","1.00","USD","-"
"RPD","RAPID7 INC","Information Technology","Equity","8,872,352.02","0.01","8,872,352.02","1,535,009.00","5.78","United States","NASDAQ","USD","1.00","USD","-"
"KRUS","KURA SUSHI USA INC","Consumer Discretionary","Equity","8,856,006.95","0.01","8,856,006.95","155,015.00","57.13","United States","NASDAQ","USD","1.00","USD","-"
"BMRC","BANK OF MARIN BANCORP","Financials","Equity","8,792,422.05","0.01","8,792,422.05","337,521.00","26.05","United States","NASDAQ","USD","1.00","USD","-"
"CBAN","COLONY BANKCORP INC","Financials","Equity","8,755,915.32","0.01","8,755,915.32","438,234.00","19.98","United States","NYSE","USD","1.00","USD","-"
"LTBR","LIGHTBRIDGE CORP","Energy","Equity","8,733,348.00","0.01","8,733,348.00","671,796.00","13.00","United States","NASDAQ","USD","1.00","USD","-"
"CBNK","CAPITAL BANCORP INC","Financials","Equity","8,730,322.08","0.01","8,730,322.08","277,682.00","31.44","United States","NASDAQ","USD","1.00","USD","-"
"WTI","W AND T OFFSHORE INC","Energy","Equity","8,706,655.00","0.01","8,706,655.00","2,291,225.00","3.80","United States","NYSE","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","8,695,728.45","0.01","8,695,728.45","2,520,501.00","3.45","United States","NASDAQ","USD","1.00","USD","-"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","8,692,740.72","0.01","8,692,740.72","57,159.00","152.08","United States","NASDAQ","USD","1.00","USD","-"
"RNGR","RANGER ENERGY SERVICES INC CLASS A","Energy","Equity","8,681,801.40","0.01","8,681,801.40","472,865.00","18.36","United States","NYSE","USD","1.00","USD","-"
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","8,657,227.95","0.01","8,657,227.95","1,294,055.00","6.69","United States","NASDAQ","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE INC","Information Technology","Equity","8,648,622.15","0.01","8,648,622.15","2,506,847.00","3.45","United States","NASDAQ","USD","1.00","USD","-"
"CENT","CENTRAL GARDEN AND PET","Consumer Staples","Equity","8,644,265.22","0.01","8,644,265.22","227,361.00","38.02","United States","NASDAQ","USD","1.00","USD","-"
"MCFT","MASTERCRAFT BOAT HOLDINGS INC","Consumer Discretionary","Equity","8,645,063.44","0.01","8,645,063.44","364,156.00","23.74","United States","NASDAQ","USD","1.00","USD","-"
"GRPN","GROUPON INC","Consumer Discretionary","Equity","8,637,393.66","0.01","8,637,393.66","590,793.00","14.62","United States","NASDAQ","USD","1.00","USD","-"
"FRBA","FIRST BANK","Financials","Equity","8,620,177.12","0.01","8,620,177.12","523,069.00","16.48","United States","NASDAQ","USD","1.00","USD","-"
"CZNC","CITIZENS AND NORTHERN CORP","Financials","Equity","8,620,699.00","0.01","8,620,699.00","374,813.00","23.00","United States","NASDAQ","USD","1.00","USD","-"
"ABX","ABACUS GLOBAL MANAGEMENT INC CLASS","Financials","Equity","8,606,155.56","0.01","8,606,155.56","934,436.00","9.21","United States","NYSE","USD","1.00","USD","-"
"FMAO","FARMERS AND MERCHANTS BANCORP INC","Financials","Equity","8,607,198.60","0.01","8,607,198.60","324,555.00","26.52","United States","NASDAQ","USD","1.00","USD","-"
"NVEC","NVE CORP","Information Technology","Equity","8,609,636.33","0.01","8,609,636.33","109,943.00","78.31","United States","NASDAQ","USD","1.00","USD","-"
"ALT","ALTIMMUNE INC","Health Care","Equity","8,591,785.04","0.01","8,591,785.04","2,972,936.00","2.89","United States","NASDAQ","USD","1.00","USD","-"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Consumer Staples","Equity","8,553,628.54","0.01","8,553,628.54","1,146,599.00","7.46","United States","NYSE","USD","1.00","USD","-"
"ENTA","ENANTA PHARMACEUTICALS INC","Health Care","Equity","8,542,451.40","0.01","8,542,451.40","639,884.00","13.35","United States","NASDAQ","USD","1.00","USD","-"
"RM","REGIONAL MANAGEMENT CORP","Financials","Equity","8,547,552.50","0.01","8,547,552.50","220,582.00","38.75","United States","NYSE","USD","1.00","USD","-"
"HSHP","HIMALAYA SHIPPING LTD","Industrials","Equity","8,549,272.69","0.01","8,549,272.69","639,437.00","13.37","Norway","NYSE","USD","1.00","USD","-"
"TRDA","ENTRADA THERAPEUTICS INC","Health Care","Equity","8,528,385.60","0.01","8,528,385.60","665,760.00","12.81","United States","NASDAQ","USD","1.00","USD","-"
"ALLO","ALLOGENE THERAPEUTICS INC","Health Care","Equity","8,524,382.95","0.01","8,524,382.95","3,627,397.00","2.35","United States","NASDAQ","USD","1.00","USD","-"
"EU","ENCORE ENERGY CORP","Energy","Equity","8,511,713.10","0.01","8,511,713.10","4,298,845.00","1.98","United States","NASDAQ","USD","1.00","USD","-"
"HBT","HBT FINANCIAL INC","Financials","Equity","8,514,219.45","0.01","8,514,219.45","303,105.00","28.09","United States","NASDAQ","USD","1.00","USD","-"
"REAX","REAL BROKERAGE INC","Real Estate","Equity","8,502,484.77","0.01","8,502,484.77","3,257,657.00","2.61","Canada","NASDAQ","USD","1.00","USD","-"
"WNC","WABASH NATIONAL CORP","Industrials","Equity","8,490,945.68","0.01","8,490,945.68","955,112.00","8.89","United States","NYSE","USD","1.00","USD","-"
"AKBA","AKEBIA THERAPEUTICS INC","Health Care","Equity","8,447,108.67","0.01","8,447,108.67","5,907,069.00","1.43","United States","NASDAQ","USD","1.00","USD","-"
"BWFG","BANKWELL FINANCIAL GROUP INC","Financials","Equity","8,430,376.53","0.01","8,430,376.53","167,369.00","50.37","United States","NASDAQ","USD","1.00","USD","-"
"TSSI","TSS INC","Information Technology","Equity","8,339,872.00","0.01","8,339,872.00","527,840.00","15.80","United States","NASDAQ","USD","1.00","USD","-"
"AVAH","AVEANNA HEALTHCARE HOLDINGS INC","Health Care","Equity","8,321,993.40","0.01","8,321,993.40","1,278,340.00","6.51","United States","NASDAQ","USD","1.00","USD","-"
"GCO","GENESCO INC","Consumer Discretionary","Equity","8,309,112.48","0.01","8,309,112.48","232,944.00","35.67","United States","NYSE","USD","1.00","USD","-"
"ITIC","INVESTORS TITLE","Financials","Equity","8,234,170.21","0.01","8,234,170.21","33,859.00","243.19","United States","NASDAQ","USD","1.00","USD","-"
"CRNC","CERENCE INC","Information Technology","Equity","8,220,216.64","0.01","8,220,216.64","1,016,096.00","8.09","United States","NASDAQ","USD","1.00","USD","-"
"FUBO","FUBOTV INC CLASS A","Communication","Equity","8,209,255.77","0.01","8,209,255.77","669,051.00","12.27","United States","NYSE","USD","1.00","USD","-"
"NABL","N ABLE INC","Information Technology","Equity","8,208,189.39","0.01","8,208,189.39","1,671,729.00","4.91","United States","NYSE","USD","1.00","USD","-"
"TRAX","FIRST TRACKS BIOTHERAPEUTICS INC","Health Care","Equity","8,176,080.00","0.01","8,176,080.00","430,320.00","19.00","United States","NASDAQ","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","8,163,534.60","0.01","8,163,534.60","642,798.00","12.70","United States","NASDAQ","USD","1.00","USD","-"
"CERS","CERUS CORP","Health Care","Equity","8,146,804.80","0.01","8,146,804.80","4,287,792.00","1.90","United States","NASDAQ","USD","1.00","USD","-"
"FVR","FRONTVIEW REIT INC","Real Estate","Equity","8,132,553.88","0.01","8,132,553.88","467,926.00","17.38","United States","NYSE","USD","1.00","USD","-"
"XOMA","XOMA ROYALTY CORP","Health Care","Equity","8,123,464.44","0.01","8,123,464.44","214,396.00","37.89","United States","NASDAQ","USD","1.00","USD","-"
"PUBM","PUBMATIC INC CLASS A","Communication","Equity","8,117,866.80","0.01","8,117,866.80","886,230.00","9.16","United States","NASDAQ","USD","1.00","USD","-"
"CLFD","CLEARFIELD INC","Information Technology","Equity","8,093,787.22","0.01","8,093,787.22","266,506.00","30.37","United States","NASDAQ","USD","1.00","USD","-"
"WLTH","WEALTHFRONT CORP","Financials","Equity","8,073,834.55","0.01","8,073,834.55","768,205.00","10.51","United States","NASDAQ","USD","1.00","USD","-"
"LAND","GLADSTONE LAND REIT CORP","Real Estate","Equity","8,046,878.43","0.01","8,046,878.43","802,281.00","10.03","United States","NASDAQ","USD","1.00","USD","-"
"FEIM","FREQUENCY ELECTRONICS INC","Information Technology","Equity","8,020,425.60","0.01","8,020,425.60","153,120.00","52.38","United States","NASDAQ","USD","1.00","USD","-"
"SCVL","SHOE CARNIVAL INC","Consumer Discretionary","Equity","8,009,737.50","0.01","8,009,737.50","427,186.00","18.75","United States","NASDAQ","USD","1.00","USD","-"
"NGVC","NATURAL GROCERS BY VITAMIN COTTAGE","Consumer Staples","Equity","7,985,077.63","0.01","7,985,077.63","293,677.00","27.19","United States","NYSE","USD","1.00","USD","-"
"FNLC","FIRST BANCORP INC","Financials","Equity","7,976,077.20","0.01","7,976,077.20","274,092.00","29.10","United States","NASDAQ","USD","1.00","USD","-"
"INV","INNVENTURE INC","Financials","Equity","7,957,797.60","0.01","7,957,797.60","1,153,304.00","6.90","United States","NASDAQ","USD","1.00","USD","-"
"NPB","NORTHPOINTE BANCSHARES INC","Financials","Equity","7,941,860.84","0.01","7,941,860.84","458,537.00","17.32","United States","NYSE","USD","1.00","USD","-"
"GOGO","GOGO INC","Communication","Equity","7,907,241.30","0.01","7,907,241.30","1,821,945.00","4.34","United States","NASDAQ","USD","1.00","USD","-"
"PDLB","PONCE FINANCIAL GROUP INC","Financials","Equity","7,901,384.55","0.01","7,901,384.55","450,735.00","17.53","United States","NASDAQ","USD","1.00","USD","-"
